order id,order numeric id,buyer,seller,product name,product description,product category,processed date,order status,order style,order currency,sold price,quantity,subtotal,shipping price,taxes,taxes currency,credits applied,total,processed_date,model_colorway,size,official_name_x,official_colorway_x,official_name_y,official_colorway_y,official_name,official_colorway,style_code
9ot4qBqmSGiaGzfrhHJ3au,360392584,raymone13,fitslasneakers,"MENS 13 $125 RETAIL BRAND NEW JORDAN 1 MID ""YELLOW OCHRE"" #1",NO CANCELLATIONS FOR ANY REASON !!!,Sneakers,2025-05-03 07:02 (UTC),completed,direct_order,USD,$68.00,1,$68.00,$0.00,$6.63,USD,$0.00,$74.63,2025-05-10,Size 14 (UNRELEASED) Jordan 5 Retro A Ma Maniére Burgundy Crush #4,14,,,,,Jordan 5 Retro A Ma Maniére Burgundy Crush,White/Violet Ore-Burgundy Crush-Black,IB1528-100
dPTu7bbR3jd4AFgKfZwGDo,360388889,raymone13,proconkix23,Jordan 6 Washed Denim CLEAN,"Size 13M
REPLACEMENT BOX
USED",Sneakers,2025-05-03 06:52 (UTC),completed,direct_order,USD,$145.00,1,$145.00,$9.21,$14.14,USD,$0.00,$168.35,2025-05-10,"MENS 13 $125 RETAIL BRAND NEW JORDAN 1 MID ""YELLOW OCHRE"" #1",13,,,,,Jordan 1 Mid Yellow Ochre,Yellow Ochre/Black/White/Yellow Ochre,DQ8426-701
jcEc2EW9M3xL76RHgDHJ2w,360385895,raymone13,curtsha35316,Shoes #33,Listen,Sneakers,2025-05-03 06:45 (UTC),processing,direct_order,USD,$32.00,1,$32.00,$7.73,$3.12,USD,$0.00,$42.85,2025-05-10,Jordan 6 Washed Denim CLEAN,6W,,,,,Jordan 6 Retro Washed Denim,Washed Denim/Sail-Varsity Red-Black,CT5350-401
TkuCBwLiXywU8GQp4kHyPg,360352609,raymone13,ochypeplug,NIKE AIR ZOOM PEGASUS USC NEW SIZE 14,NEW,Sneakers,2025-05-03 05:42 (UTC),completed,direct_order,USD,$42.00,1,$42.00,$9.21,$4.10,USD,$0.00,$55.31,2025-05-10,Adidas UltraRun 5,13,,,,,adidas Ultrarun 5 Glow Blue Cloud White Clear Mint (GS),Glow Blue/Cloud White/Clear Mint,IF4140
BmojUSxdmCkAQVKmZwQyTj,360350080,raymone13,fitslasneakers,"MENS 13 $180 RETAIL JORDAN 1 HIGH ""BLEACHED CORAL""",NO CANCELLATIONS FOR ANY REASON !!!,Sneakers,2025-05-03 05:38 (UTC),completed,direct_order,USD,$65.00,1,$65.00,$9.21,$6.34,USD,$0.00,$80.55,2025-05-10,NIKE AIR ZOOM PEGASUS USC NEW SIZE 14,14,,,,,Nike Air Zoom Pegasus 39 Clemson Tigers,New Orchid/New Orchid/University Orange/White,DR1961-500
ZgN5yqL2BjKiCMBBBjn49k,360301841,raymone13,bernkicks,2017 Air Jordan 11 Retro Low 'Barons' [Size 13M],Pre Owned Replacement Box,Sneakers,2025-05-03 04:37 (UTC),completed,direct_order,USD,$67.00,1,$67.00,$9.21,$6.54,USD,$0.00,$82.75,2025-05-10,"MENS 13 $180 RETAIL JORDAN 1 HIGH ""BLEACHED CORAL""",13,,,,,Jordan 1 Retro High OG Bleached Coral,White/Black/Grey Fog/Bleached Coral,555088-108
MwPMCFbsoo8QkAWQnuh7kN,360186231,raymone13,soledbyivi,SB dunk low city of cinema,"New, OG box (lid missing)",Sneakers,2025-05-04 06:06 (UTC),completed,direct_offer,USD,$90.00,1,$90.00,$9.21,$8.78,USD,$0.00,$107.99,2025-05-10,2017 Air Jordan 11 Retro Low 'Barons' [Size 13M],13,,,,,Jordan 11 Retro Low Barons,Black/Metallic Silver-White,528895-010
oGNrRKvp9DeWbsmYKzFGWt,360092059,raymone13,stewsshoes,RANDOM PULLS [Listen For Details] #244,Shoes are pre owned and men’s size unless stated otherwise,Sneakers,2025-05-03 01:49 (UTC),processing,direct_order,USD,$41.00,1,$41.00,$9.21,$4.00,USD,$0.00,$54.21,2025-05-10,Brandblack Rare Metal 2 Olive Orange,14,,,,,,,CODE_NA
6Gh5tLTdNXPa3HBQ2VJiqx,360012869,raymone13,stewsshoes,RANDOM PULLS [Listen For Details] #160,Shoes are pre owned and men’s size unless stated otherwise,Sneakers,2025-05-03 00:55 (UTC),processing,direct_order,USD,$51.00,1,$51.00,$9.21,$4.98,USD,$0.00,$65.19,2025-05-10,Rare Metal 2 Black Vapor,14,,,,,Nike Vapor Edge Pro 360 2 Black Iron Grey,Black/Iron Grey/White,DA5456-010
XjJWU3iEhE6jEdLz5jBtE2,359952106,raymone13,stewsshoes,RANDOM PULLS [Listen For Details] #83,Shoes are pre owned and men’s size unless stated otherwise,Sneakers,2025-05-03 00:10 (UTC),completed,direct_order,USD,$51.00,1,$51.00,$9.21,$4.98,USD,$0.00,$65.19,2025-05-10,Jordan 5 Shattered Backboard,8,,,,,Jordan 5 Retro Shattered Backboard,White/Multi-Color-Multi-Color-Total Orange,DC1060-100
FFHMNLAKaBozKkXA275sgA,359916153,raymone13,stewsshoes,RANDOM PULLS [Listen For Details] #25,Shoes are pre owned and men’s size unless stated otherwise,Sneakers,2025-05-02 23:40 (UTC),completed,direct_order,USD,$110.00,1,$110.00,$9.21,$10.73,USD,$0.00,$129.94,2025-05-10,Jordan 5 Retro Blue Suede,14,,,,,Jordan 5 Retro Blue Suede,Game Royal/Black,136027-401
GGeshjn88BYpJWuJGKMVqR,359815365,raymone13,theshoegameco,(GS) Nike Dunk Low Panda SZ 7Y/8.5W #1,"CW1590-100 / DS OG ALL - BOX MIGHT BE DAMAGED, NO CANCELLATIONS OR REFUNDS, BID RESPONSIBLY",Sneakers,2025-05-02 22:04 (UTC),completed,direct_order,USD,$65.00,1,$65.00,$9.21,$6.34,USD,$0.00,$80.55,2025-05-10,(GS) Nike Dunk Low Panda SZ 7Y/8.5W #1,7Y,,,,,Nike Dunk Low Ueno Panda (GS),White/Black,747072-101
kdfmMETGWBQuu2JEGz7mvy,359813585,raymone13,theshoegameco,Jordan 1 Retro High OG Black Metallic Gold SZ 7Y / 8.5W #7,DS OG ALL / MAY HAVE DAMAGED BOX / DO NOT BUY IF YOU ARE SENSITIVE AS THESE ARE PURCHASED IN BULK,Sneakers,2025-05-02 22:02 (UTC),completed,direct_order,USD,$71.00,1,$71.00,$9.21,$6.93,USD,$0.00,$87.14,2025-05-10,Jordan 1 Retro High OG Black Metallic Gold SZ 7Y / 8.5W #7,7Y,,,,,Jordan 1 Retro High OG Black Metallic Gold (TD),Black/Metallic Gold/Sail,FD1413-071
HQgrteQDva472ywQtPer9Q,359807714,raymone13,dealz_on_wheelz25,Brightech Stix LED Tripod Floor Lamp for Living Room MSRP $60,Brightech Stix LED Tripod Floor Lamp for Living Room MSRP $60,Home Decor,2025-05-02 21:56 (UTC),processing,direct_order,USD,$17.00,1,$17.00,$9.64,$1.66,USD,$0.00,$28.30,2025-05-10,Brightech Stix LED Tripod Floor Lamp for Living Room MSRP $60,N/a,,,,,,,CODE_NA
SBy88PDc4fytVC3HunfibA,359802493,raymone13,theshoegameco,JORDAN 1 HIGH OG ARTISANAL TEAM RED SZ 7Y / 8.5W #3,FD1437-160 / DS OG ALL - MAY HAVE DAMAGED BOX DO NOT PURCHASE IF YOU ARE SENSITIVE TO BOX DAMAGE/ DS OG ALL - MAY HAVE DAMAGED BOX DO NOT PURCHASE IF YOU ARE SENSITIVE TO BOX DAMAGE,Sneakers,2025-05-02 21:50 (UTC),completed,direct_order,USD,$71.00,1,$71.00,$9.21,$6.93,USD,$0.00,$87.14,2025-05-10,JORDAN 1 HIGH OG ARTISANAL TEAM RED SZ 7Y / 8.5W #3,7Y,,,,,Jordan 1 Retro High OG Artisanal Team Red,White/Team Red,DZ5485-160
hLqTfqyD8tELX8cMuoANfn,359798680,raymone13,theshoegameco,Jordan 1 Retro High Black Toe Reimagined SZ 7Y / 8.5W #1,DS OG ALL / MAY HAVE DAMAGED BOX / DO NOT BUY IF YOU ARE SENSITIVE AS THESE ARE PURCHASED IN BULK,Sneakers,2025-05-02 21:46 (UTC),completed,direct_order,USD,$76.00,1,$76.00,$9.21,$7.41,USD,$0.00,$92.62,2025-05-10,Jordan 1 Retro High Black Toe Reimagined SZ 7Y / 8.5W #1,7Y,,,,,Jordan 1 Retro High OG Black Toe Reimagined,Black/Black/Varsity Red/White,DZ5485-106
EjHFzEaq7dyxphuDhkpst3,359791773,raymone13,dealz_on_wheelz25,Chubory A77 Super Enduring Brushless Motor Drone with 84 Mins Super Long MSRP $99,Chubory A77 Super Enduring Brushless Motor Drone with 84 Mins Super Long MSRP $99,Everyday Electronics,2025-05-02 21:38 (UTC),processing,direct_order,USD,$97.00,1,$97.00,$9.21,$9.46,USD,$0.00,$115.67,2025-05-10,Chubory A77 Super Enduring Brushless Motor Drone with 84 Mins Super Long MSRP $99,N/a,,,,,adidas Yeezy 500 Super Moon Yellow,Super Moon Yellow/Super Moon Yellow/Super Moon Yellow,DB2966
hqHSfj4SBG53wcb4Nkfcsc,359772477,raymone13,lennyzkickz,"JORDAN OG ""COCONUT MILK"" SIZE 8.5W","SIZE 8.5 USED OG ALL LISTEN TO HOST FOR ALL DETAILS… 
CONDITION, SIZE, COLORWAY, ETC!
ALL ORDERS ARE FINAL!",Sneakers,2025-05-02 21:18 (UTC),completed,direct_order,USD,$71.00,1,$71.00,$9.21,$6.93,USD,$0.00,$87.14,2025-05-10,"JORDAN OG ""COCONUT MILK"" SIZE 8.5W",8.5W,,,,,Jordan Monogram Tote Bag (32L) Coconut Milk,Coconut Milk,MA0896-W3Z
hcevZYyesdraRoz2tQhKmH,359742490,raymone13,lennyzkickz,"NIKE BLAZER MID '77 SUEDE ""HABANERO RED"" SIZE 13M","SIZE 13 USED OG ALL LISTEN TO HOST FOR ALL DETAILS… 
CONDITION, SIZE, COLORWAY, ETC!
ALL ORDERS ARE FINAL!",Sneakers,2025-05-02 20:44 (UTC),completed,direct_order,USD,$26.00,1,$26.00,$9.21,$2.54,USD,$0.00,$37.75,2025-05-10,"NIKE BLAZER MID '77 SUEDE ""HABANERO RED"" SIZE 13M",13,,,,,Nike Blazer Mid '77 Suede Habanero Red,Habanero Red/Sail/Black/White,CZ1088-600
XSEap985iV8NiykJsw9F8V,359638171,raymone13,kicksandslabs,"Nike, Adidas, Etc #34",$1 Starts...Listen to Host for Condition and Size! No Cancels No Refunds,Sneakers,2025-05-02 18:49 (UTC),completed,direct_order,USD,$46.00,1,$46.00,$9.21,$4.49,USD,$0.00,$59.70,2025-05-10,Adidas Campus 00s Purple,8w,,,,,adidas Campus 00s Purple Burst (Women's),Purple Burst/Cloud White/Off White,IF9616
jobkbSSa7w9RcpWWCVXKtj,359633346,raymone13,kicksandslabs,"Nike, Adidas, Etc #30",$1 Starts...Listen to Host for Condition and Size! No Cancels No Refunds,Sneakers,2025-05-02 18:43 (UTC),completed,direct_order,USD,$78.00,1,$78.00,$9.21,$7.61,USD,$0.00,$94.82,2025-05-10,Jordan 12 Retro Dark Grey,13,,,,,Jordan 12 Retro White Dark Grey,White/Dark Grey-Gym Red,130690-160
VsLYgyn3cDPKPiJRiwazxN,359605581,raymone13,woosleysshoes,SIZE 14 / JORDAN 6 BORDEAUX / USED,ORIGINAL BOX - 0484,Sneakers,2025-05-02 18:11 (UTC),completed,direct_order,USD,$130.00,1,$130.00,$9.21,$12.68,USD,$0.00,$151.89,2025-05-10,SIZE 14 / JORDAN 6 BORDEAUX / USED,14,,,,,Jordan 6 Retro Bordeaux,Black/Light Graphite-Dark Grey-Bordeaux,CT8529-063
hEzxpUbmDHQwwVS9Qtiyf4,359571386,raymone13,woosleysshoes,1B) 2 PACK SHOE TREES *BLACK SHOE TREES* #11,*2 FULL PAIRS* (LEFT AND RIGHT) BRAND NEW IN PACKAGE,Sneakers,2025-05-02 17:28 (UTC),completed,direct_order,USD,$7.00,1,$7.00,$9.21,$0.69,USD,$0.00,$16.90,2025-05-10,1B) 2 PACK SHOE TREES *BLACK SHOE TREES* #11,11,,,,,Hoka One One Ora Recovery Shoe 2 Black White (Women's),Black/White,1119398-BWHT
9hzADNKh9ToW48CnJ2FFeA,359350195,raymone13,drews_solez,RAYMONE,,Sneakers,2025-05-02 08:57 (UTC),completed,direct_order,USD,$315.00,1,$315.00,$10.62,$30.72,USD,$0.00,$356.34,2025-05-10,RAYMONE,N/a,,,,,Rick Owens Ramones Leather High Top Black Cream,Black/Cream,RU01B1890/RU02B2890
UJebqshEoL88kBHQQP3E6a,359324328,raymone13,rwsbiscuitboy,ADIDAS HAT BRAND NEW GREY ADJUSTABLE #1,New,Streetwear,2025-05-02 07:15 (UTC),completed,direct_order,USD,$9.00,1,$9.00,$0.00,$0.88,USD,$0.00,$9.88,2025-05-10,ADIDAS HAT BRAND NEW GREY ADJUSTABLE #1,N/a,,,,,,,CODE_NA
PnDLbLGHQmup9jtYezb5zo,359323808,raymone13,rwsbiscuitboy,14 MEN VULC NO LID NEW #1,New,Sneakers,2025-05-02 07:13 (UTC),completed,direct_order,USD,$18.00,1,$18.00,$0.00,$1.76,USD,$0.00,$19.76,2025-05-10,14 MEN VULC NO LID NEW #1,14,,,,,New Balance 992 Joe Freshgoods No Emotions Are Emotions,Pink/Red-Burgundy,M992JFG1
jhhQN6pqy4CzRhjvMhU439,359323243,raymone13,rwsbiscuitboy,NEW 12 MEN VULC NO LID #2,New,Sneakers,2025-05-02 07:11 (UTC),completed,direct_order,USD,$21.00,1,$21.00,$9.21,$2.05,USD,$0.00,$32.26,2025-05-10,NEW 12 MEN VULC NO LID #2,12,,,,,New Balance 850 No Vacancy Inn Blue Grey,Blue/Grey-Red,ML850NVB
NxFzQ8BAzjsx6wavZGkZVP,359305368,raymone13,thatgyal,SZ 14M Jordan 1 Mid Obsidian Sanded Purple #DCE811 💜🤍🖤💜,Used with no box,Sneakers,2025-05-02 06:23 (UTC),completed,direct_order,USD,$48.00,1,$48.00,$0.00,$4.68,USD,$0.00,$52.68,2025-05-10,SZ 14M Jordan 1 Mid Obsidian Sanded Purple #DCE811 💜🤍🖤💜,14,,,,,Jordan 1 Mid Obsidian Sanded Purple,Obsidian/Sanded Purple-White,554724-445
4ZhkkKMgC6TVDJ2LXpTZAB,359302758,raymone13,thatgyal,SZ 13M Jordan 1 Mid Craft Inside Out Black #DDE912 🖤🖤🤍🤍,Used with no box,Sneakers,2025-05-02 06:17 (UTC),completed,direct_order,USD,$76.00,1,$76.00,$9.21,$7.41,USD,$0.00,$92.62,2025-05-10,SZ 13M Jordan 1 Mid Craft Inside Out Black #DDE912 🖤🖤🤍🤍,13,,,,,Jordan 1 Mid Craft Inside Out Black,Black/Grey-Orange,DM9652-001
cF5WJEiWJg7P5FPh5gEDjh,359300163,raymone13,skyboxsoles,NEW NEW RANDOM PULLS #48,LISTEN FOR SIZE ,Sneakers,2025-05-02 06:11 (UTC),completed,direct_order,USD,$67.00,1,$67.00,$9.21,$6.54,USD,$0.00,$82.75,2025-05-10,Nike Dunk Low Active Fuchsia,7W,,,,,Nike Dunk Low Active Fuchsia (GS),White/Active Fuchsia,FJ0704-100
MPmXFeRXX8qndZjtvrofqR,359274314,raymone13,solelidity,SNEAKER PULLS! (LISTEN & WATCH) #75,"LISTEN & WATCH FOR SIZE, MODEL, CONDITION SHOWN. ALL DAMAGED BOXES No cancellations, Bid responsibly!",Sneakers,2025-05-02 05:20 (UTC),completed,direct_order,USD,$66.00,1,$66.00,$9.21,$6.44,USD,$0.00,$81.65,2025-05-10,Jordan 1 Low Light Madder Root,6w,,,,,Jordan 1 Low Light Madder Root (Women's),Light Madder Root/Dark Teal Green/White,DC0774-800
YUghFdPtKhMZAtTLyN5jFH,359270539,raymone13,sneakerhustle,HUSTLE SHOE CLEANER #13,SNEAKER CLEANER COMES WITH LITTLE BRUSH & LITTLE TOWEL,Sneakers,2025-05-02 05:14 (UTC),completed,direct_order,USD,$6.00,1,$6.00,$0.00,$0.59,USD,$0.00,$6.59,2025-05-10,HUSTLE SHOE CLEANER #13,13,,,,,Jordan The Collectors 13L Shoe Box Black,Black,MA0975-023
EAboYjj7oTTuf5qX4LvTWi,359270283,raymone13,sneakerhustle,HUSTLE SHOE CLEANER #11,SNEAKER CLEANER COMES WITH LITTLE BRUSH & LITTLE TOWEL,Sneakers,2025-05-02 05:14 (UTC),completed,direct_order,USD,$6.00,1,$6.00,$0.00,$0.59,USD,$0.00,$6.59,2025-05-10,HUSTLE SHOE CLEANER #11,11,,,,,Nike Team Hustle D 11 SE Black Mystic Navy Cosmic Clay University Gold (PS),Black/Mystic Navy/Cosmic Clay/University Gold,FQ7659-001
cGwaL4YNiDHxxPcoVAzAGZ,359268867,raymone13,sneakerhustle,NBA HOLIDAY TEES (LISTEN FOR SIZE/INFO) #70,Amazing quality true to size,Streetwear,2025-05-02 05:12 (UTC),completed,direct_order,USD,$26.00,1,$26.00,$2.39,$2.54,USD,$0.00,$30.93,2025-05-10,NBA HOLIDAY TEES (LISTEN FOR SIZE/INFO) #70,N/a,,,,,Converse Chuck Taylor All Star 70 Hi Come Tees Orange,Sun Orange/Egret/Black,A01762C
4qg7VXiYhKkRJWEJ3Fd7ta,359263465,raymone13,sneakerhustle,NBA HOLIDAY TEES (LISTEN FOR SIZE/INFO) #55,Amazing quality true to size,Streetwear,2025-05-02 05:03 (UTC),completed,direct_order,USD,$31.00,1,$31.00,$2.15,$3.03,USD,$0.00,$36.18,2025-05-10,NBA HOLIDAY TEES (LISTEN FOR SIZE/INFO) #55,N/a,,,,,,,CODE_NA
mGkRGkQg7sLo9i2fLz99gs,359262222,raymone13,sneakerhustle,NBA HOLIDAY TEES (LISTEN FOR SIZE/INFO) #52,Amazing quality true to size,Streetwear,2025-05-02 05:01 (UTC),completed,direct_order,USD,$36.00,1,$36.00,$4.67,$3.51,USD,$0.00,$44.18,2025-05-10,NBA HOLIDAY TEES (LISTEN FOR SIZE/INFO) #52,N/a,,,,,,,CODE_NA
VHAoR3BcrjsXkcwdLKKqb5,359251767,raymone13,dfwsneakerfan,SIZE 13M NIKE ZOOM LEBRON NXXT GEN AMPD LIVERPOOL FC BRAND NEW,7220 | BRAND NEW OG BOX,Sneakers,2025-05-02 04:46 (UTC),completed,direct_order,USD,$89.00,1,$89.00,$9.21,$8.68,USD,$0.00,$106.89,2025-05-10,SIZE 13M NIKE ZOOM LEBRON NXXT GEN AMPD LIVERPOOL FC BRAND NEW,13,,,,,Nike Zoom LeBron NXXT Gen AMPD Liverpool FC (Translucent Sole),Light Orewood Brown/Black/Washed Teal/Metallic Gold,FJ1566-101
enxrqKWG5iGSf54UNWdmng,359191598,raymone13,dfwsneakerfan,SIZE 13M NIKE AIR FLIGHT '89 BLACK SPORT RED | LU REPLACEMENT BOX,9497 | USED REPLACEMENT BOX,Sneakers,2025-05-02 03:38 (UTC),completed,direct_order,USD,$73.00,1,$73.00,$9.21,$7.12,USD,$0.00,$89.33,2025-05-10,SIZE 13M NIKE AIR FLIGHT '89 BLACK SPORT RED | LU REPLACEMENT BOX,13,,,,,Nike Air Flight '89 Black Sport Red,Black/Sport Red/White,306252-060
m23BvosN5vRLPWzV9NjcSA,359190824,raymone13,dfwsneakerfan,SIZE 13M NIKE AIR FLIGHT '89 RED SUEDE | LU REPLACEMENT BOX,9498 | USED REPLACEMENT BOX,Sneakers,2025-05-02 03:37 (UTC),completed,direct_order,USD,$71.00,1,$71.00,$9.21,$6.93,USD,$0.00,$87.14,2025-05-10,SIZE 13M NIKE AIR FLIGHT '89 RED SUEDE | LU REPLACEMENT BOX,13,,,,,Nike Air Flight '89 OG White Varsity Red,White/Varsity Red-Wolf Grey,HM3467-100
8rV2PoUKrrqiSS59wafcwZ,359051363,raymone13,dfwsneakerfan,SIZE 13M NIKE SB DUNK LOW PRM TROCADERO GARDENS BRAND NEW,9456 | BRAND NEW OG BOX,Sneakers,2025-05-02 01:45 (UTC),completed,direct_order,USD,$96.00,1,$96.00,$9.21,$9.36,USD,$0.00,$114.57,2025-05-10,SIZE 13M NIKE SB DUNK LOW PRM TROCADERO GARDENS BRAND NEW,13,,,,,Nike SB Dunk Low Trocadéro Gardens,Amber Brown/Guava Ice/Crimson Tint/Hemp/Neutral Olive/Pale Ivory,FV5926-200
ZZeBXLTJChxhYLEmpChRNJ,358858732,raymone13,the_hype_hookup,Size 14 - Af1 Halloween,Size 14 men’s worn 1x has slight dirt on the bottom but no signs of wear has og box,Sneakers,2025-05-01 23:17 (UTC),completed,direct_order,USD,$99.00,1,$99.00,$9.21,$9.66,USD,$0.00,$117.87,2025-05-10,Size 14 - Af1 Halloween,14,,,,,Nike Air Force 1 Low PRM Halloween (2023),Black/Black-Smoke Grey-Campfire Orange-Green,FQ8822-084
JBdqYn3XbcgZgVaqda8Kun,358848224,raymone13,the_hype_hookup,2 pair Bundle,2 pairs,Sneakers,2025-05-01 23:07 (UTC),completed,direct_order,USD,$125.00,1,$125.00,$10.86,$12.19,USD,$0.00,$148.05,2025-05-10,2 pair Bundle,N/a,,,,,,,CODE_NA
9PB2xC6v7ChV8cjWo4mTGg,358843346,raymone13,the_hype_hookup,Air Jordan 12 Retro Cool Grey,"Step up your sneaker game with these stylish and versatile Air Jordan 12 Retro Cool Grey shoes. Designed for men, these athletic shoes are perfect for any casual occasion, and will surely make heads turn with their sleek and modern design. Made with high-quality materials, these shoes are built to last and provide maximum comfort for your feet. With a US shoe size of 13, these shoes are perfect for those who want a comfortable and stylish sneaker. Whether you're going out for a jog or just running errands, these Air Jordan 12 Retro Cool Grey shoes are the perfect addition to your shoe collection. So why wait? Get your hands on these shoes today and step up your sneaker game! Pretty clean shoe no major flaws size 13m no box",Sneakers,2025-05-01 23:03 (UTC),completed,direct_order,USD,$80.00,1,$80.00,$9.21,$7.80,USD,$0.00,$97.01,2025-05-10,Air Jordan 12 Retro Cool Grey,12,,,,,Jordan 12 Retro Cool Grey,Cool Grey/Team Orange-White,130690-012
S3Fp3JSFEq2woCDk3QSooy,358840615,raymone13,the_hype_hookup,Size 13 - Jordan 1 High Electro Orange,Size 13 men’s used no box,Sneakers,2025-05-01 23:00 (UTC),completed,direct_order,USD,$75.00,1,$75.00,$9.21,$7.32,USD,$0.00,$91.53,2025-05-10,Size 13 - Jordan 1 High Electro Orange,13,,,,,Jordan 1 Retro High Electro Orange,White/Electro Orange-Black,555088-180
6DGsJshR5isX9MMvaihNDY,358835039,raymone13,the_hype_hookup,Size 14 - Jordan 4 Toro Bravo,Size 14 men’s used no box all stars are still on the bottom and there are no major flaws to the uppers.,Sneakers,2025-05-01 22:55 (UTC),completed,direct_order,USD,$230.00,1,$230.00,$9.21,$22.43,USD,$0.00,$261.64,2025-05-10,Size 14 - Jordan 4 Toro Bravo,14,,,,,Jordan 4 Retro Toro Bravo,Fire Red/White-Black-Cement Grey,308497-603
HYtdMYvQB7RZvYbbgMgDLJ,358778781,raymone13,stewsshoes,RANDOM PULLS- LISTEN FOR SIZE #29,RANDOM PULLS- LISTEN FOR SIZE AND CONDO,Sneakers,2025-05-01 21:56 (UTC),completed,direct_order,USD,$66.00,1,$66.00,$9.21,$6.44,USD,$0.00,$81.65,2025-05-10,Nike Air Max 97 Pink Foam,13,,,,,Nike Air Max 97 Pink Foam,Pink Foam/Pink Foam/Playful Pink,FJ2588-600
kFZJt4gk624xBp3AEXnuRS,358560360,raymone13,isellhypestuff,SNEAKER STEALS LISTEN AND WATCH FOR INFO #157,,Sneakers,2025-05-01 17:48 (UTC),completed,direct_order,USD,$81.00,1,$81.00,$9.21,$7.90,USD,$0.00,$98.11,2025-05-10,Jordan 1 Retro High Gorge Green,12,,,,,Jordan 1 Retro High OG Gorge Green,Gorge Green/Metallic Silver/White,DZ5485-303
Z6pZDQSzLhqgUJM6A9sKgd,358276813,raymone13,theshoegameco,Jordan 4 Craft Olive SZ 8,PREOWNED OG BOX,Sneakers,2025-05-01 06:10 (UTC),completed,direct_order,USD,$130.00,1,$130.00,$9.21,$12.68,USD,$0.00,$151.89,2025-05-10,Jordan 4 Craft Olive SZ 8,8,,,,,Jordan 4 Retro SE Craft Medium Olive (TD),Medium Olive/Pale Vanilla/Khaki/Black/Sail,FB9930-200
EFxuLrdsuBqZQHnvvwW2Ng,358261517,raymone13,sneakerhustle,Size 13 (UNRELEASED) Jordan 5 Retro A Ma Maniére Burgundy Crush #12,New OG Box (MAY HAVE MINOR BOX DAMAGE),Sneakers,2025-05-01 05:38 (UTC),completed,direct_order,USD,$230.00,1,$230.00,$9.21,$22.43,USD,$0.00,$261.64,2025-05-10,Size 13 (UNRELEASED) Jordan 5 Retro A Ma Maniére Burgundy Crush #12,13,,,,,Jordan 5 Retro A Ma Maniére Burgundy Crush,White/Violet Ore-Burgundy Crush-Black,IB1528-100
L5ZVpFvHyTKsmuojmcMSZV,358243955,raymone13,rwsbiscuitboy,13 MEN NO BOX LID CORDURA,New,Sneakers,2025-05-01 05:08 (UTC),completed,direct_order,USD,$50.00,1,$50.00,$1.74,$4.88,USD,$0.00,$56.62,2025-05-10,13 MEN NO BOX LID CORDURA,13,,,,,,,CODE_NA
m9E5spsrssbmGfx6ZuhMVi,358234137,raymone13,theshoegameco,Adidas Gazelle Navy SZ 13,PREOWNED RB,Sneakers,2025-05-01 04:53 (UTC),completed,direct_order,USD,$50.00,1,$50.00,$9.21,$4.88,USD,$0.00,$64.09,2025-05-10,Adidas Gazelle Navy SZ 13,13,,,,,adidas Gazelle Indoor Kith Classics White Navy,Footwear White/Collegiate Navy/Off-White,IE2572
dwNbGfrwaryLaf4T4ztBFA,358205257,raymone13,nickgotkicks27,Jordan 11 low ie cobalt,"Size 13
Clean
No box",Sneakers,2025-05-01 04:16 (UTC),completed,direct_order,USD,$100.00,1,$100.00,$9.21,$9.75,USD,$0.00,$118.96,2025-05-10,Jordan 11 low ie cobalt,11,,,,,Jordan 11 Retro Low IE Cobalt (2015),White/Cobalt-Zen Grey-Cement Grey,306008-102
5UweoUDdqVKVysLuBSVgVt,358083425,raymone13,rwsbiscuitboy,Sock #1,New,Streetwear,2025-05-01 02:26 (UTC),completed,direct_order,USD,$17.00,1,$17.00,$1.41,$1.66,USD,$0.00,$20.07,2025-05-10,Sock #1,N/a,,,,,Nike Air Force 1 Low City Pack Paris Patent,Black/White,HV6226-001
RhvivZaphx2A9GnSFm76KC,358079306,raymone13,rwsbiscuitboy,JORDAN BANGER 12.5M LOW NEW NO BOX LIS,New,Sneakers,2025-05-01 02:23 (UTC),completed,direct_order,USD,$45.00,1,$45.00,$9.21,$4.39,USD,$0.00,$58.60,2025-05-10,Jordan 1 Retro Low University Red,12.5,,,,,Jordan 1 Retro Low OG University Red,White/University Red-White,CZ0790-161
XUqf2FQ26Mi9MjBWHPwc6C,358001095,raymone13,j_ofthaday,"jordan 4 oreo, sz 13m og all ",super clean,Sneakers,2025-05-01 01:28 (UTC),completed,direct_order,USD,$180.00,1,$180.00,$9.21,$17.55,USD,$0.00,$206.76,2025-05-10,"jordan 4 oreo, sz 13m og all",13,,,,,Air Jordan 4 Retro OG SP Nigel Sylvester Brick by Brick,Firewood Orange/Sail-Cinnabar,HF4340-800
m8aQQczQLVBTfzUxRv2YFw,357627078,raymone13,sneakcity,SIZE 13 GHOST PHANTOM DUNK LOW,DS OG ALL,Sneakers,2025-04-30 19:31 (UTC),completed,direct_order,USD,$99.00,1,$99.00,$9.21,$9.66,USD,$0.00,$117.87,2025-05-10,SIZE 13 GHOST PHANTOM DUNK LOW,13,,,,,Nike Dunk Low Retro PRM Halloween (2022),Iron Grey/Phantom/Ghost Green,DQ7681-001
